Symbol,Close,Percent Change,Volume
NABIL,799,-0.05,49399
NABIL,794.5,-0.56,53622
NABIL,802,0.94,51320
NABIL,801,-0.12,44730
NABIL,799,-0.25,46726
NABIL,801.9,0.36,29742
NABIL,802,0.01,38238
NABIL,800,-0.25,40361
NABIL,795.9,-0.51,19821
NABIL,793.5,-0.3,55498
NABIL,790,-0.44,35660
NABIL,789.5,-0.06,56298
NABIL,786,-0.44,35820
NABIL,784,-0.25,42923
NABIL,784.9,0.11,55803
NABIL,779.9,-0.64,80710
NABIL,776.1,-0.49,58697
NABIL,768,-1.04,73282
NABIL,763.2,-0.62,33333
NABIL,760,-0.42,44066
NABIL,759,-0.13,41713
NABIL,755,-0.53,54259
NABIL,770,1.99,77706
NABIL,799,3.77,82172
NABIL,781,-2.25,58510
NABIL,772,-1.15,38993
NABIL,764,-1.04,44695
NABIL,749.5,-1.9,62804
NABIL,762.1,1.68,44522
NABIL,759,-0.41,33966
NABIL,752.9,-0.8,57127
NABIL,770,2.27,34179
NABIL,767,-0.39,34948
NABIL,780,1.69,37569
NABIL,807,3.46,44112
NABIL,797,-1.24,59995
NABIL,792,-0.63,39129
NABIL,794,0.25,30352
NABIL,796,0.09,42798
NABIL,794,-0.25,33880
NABIL,794,0,35066
NABIL,798.5,0.57,30433
NABIL,796.5,-0.25,29921
NABIL,808,1.44,42040
NABIL,816,0.99,46691
NABIL,835,2.33,71557
NABIL,830,-0.6,67918
NABIL,824,-0.72,35595
NABIL,831.1,0.86,46206
NABIL,834,0.35,37460
NABIL,833,-0.12,20635
NABIL,823.5,-1.14,46477
NABIL,815,-1.03,33090
NABIL,811,-0.49,29230
NABIL,814,0.37,29743
NABIL,817.9,0.48,25680
NABIL,819.5,0.2,20391
NABIL,827.3,0.95,28777
NABIL,829,0.21,26547
